instant;dteday;season;yr;mnth;hr;holiday;weekday;workingday
9169;22.01.12;1;1;1;22;0;0;0
9170;22.01.12;1;1;1;23;0;0;0
9171;23.01.12;1;1;1;0;0;1;1
9172;23.01.12;1;1;1;1;0;1;1
9173;23.01.12;1;1;1;2;0;1;1
9174;23.01.12;1;1;1;3;0;1;1
9175;23.01.12;1;1;1;4;0;1;1
9176;23.01.12;1;1;1;5;0;1;1
9177;23.01.12;1;1;1;6;0;1;1
9178;23.01.12;1;1;1;7;0;1;1
9179;23.01.12;1;1;1;8;0;1;1
9180;23.01.12;1;1;1;9;0;1;1
9181;23.01.12;1;1;1;10;0;1;1
9182;23.01.12;1;1;1;11;0;1;1
9183;23.01.12;1;1;1;12;0;1;1
9184;23.01.12;1;1;1;13;0;1;1
9185;23.01.12;1;1;1;14;0;1;1
9186;23.01.12;1;1;1;15;0;1;1
9187;23.01.12;1;1;1;16;0;1;1
9188;23.01.12;1;1;1;17;0;1;1
9189;23.01.12;1;1;1;18;0;1;1
9190;23.01.12;1;1;1;19;0;1;1
9191;23.01.12;1;1;1;20;0;1;1
9192;23.01.12;1;1;1;21;0;1;1
9193;23.01.12;1;1;1;22;0;1;1
9194;23.01.12;1;1;1;23;0;1;1
9195;24.01.12;1;1;1;0;0;2;1
9196;24.01.12;1;1;1;1;0;2;1
9197;24.01.12;1;1;1;2;0;2;1
9198;24.01.12;1;1;1;3;0;2;1
9199;24.01.12;1;1;1;4;0;2;1
9200;24.01.12;1;1;1;5;0;2;1
9201;24.01.12;1;1;1;6;0;2;1
9202;24.01.12;1;1;1;7;0;2;1
9203;24.01.12;1;1;1;8;0;2;1
9204;24.01.12;1;1;1;9;0;2;1
9205;24.01.12;1;1;1;10;0;2;1
9206;24.01.12;1;1;1;11;0;2;1
9207;24.01.12;1;1;1;12;0;2;1
9208;24.01.12;1;1;1;13;0;2;1
9209;24.01.12;1;1;1;14;0;2;1
9210;24.01.12;1;1;1;15;0;2;1
9211;24.01.12;1;1;1;16;0;2;1
9212;24.01.12;1;1;1;17;0;2;1
9213;24.01.12;1;1;1;18;0;2;1
9214;24.01.12;1;1;1;19;0;2;1
9215;24.01.12;1;1;1;20;0;2;1
9216;24.01.12;1;1;1;21;0;2;1
9217;24.01.12;1;1;1;22;0;2;1
9218;24.01.12;1;1;1;23;0;2;1
9219;25.01.12;1;1;1;0;0;3;1
9220;25.01.12;1;1;1;1;0;3;1
9221;25.01.12;1;1;1;2;0;3;1
9222;25.01.12;1;1;1;3;0;3;1
9223;25.01.12;1;1;1;4;0;3;1
9224;25.01.12;1;1;1;5;0;3;1
9225;25.01.12;1;1;1;6;0;3;1
9226;25.01.12;1;1;1;7;0;3;1
9227;25.01.12;1;1;1;8;0;3;1
9228;25.01.12;1;1;1;9;0;3;1
9229;25.01.12;1;1;1;10;0;3;1
9230;25.01.12;1;1;1;11;0;3;1
9231;25.01.12;1;1;1;12;0;3;1
9232;25.01.12;1;1;1;13;0;3;1
9233;25.01.12;1;1;1;14;0;3;1
9234;25.01.12;1;1;1;15;0;3;1
9235;25.01.12;1;1;1;16;0;3;1
9236;25.01.12;1;1;1;17;0;3;1
9237;25.01.12;1;1;1;18;0;3;1
9238;25.01.12;1;1;1;19;0;3;1
9239;25.01.12;1;1;1;20;0;3;1
9240;25.01.12;1;1;1;21;0;3;1
9241;25.01.12;1;1;1;22;0;3;1
9242;25.01.12;1;1;1;23;0;3;1
9243;26.01.12;1;1;1;0;0;4;1
9244;26.01.12;1;1;1;1;0;4;1
9245;26.01.12;1;1;1;2;0;4;1
9246;26.01.12;1;1;1;3;0;4;1
9247;26.01.12;1;1;1;4;0;4;1
9248;26.01.12;1;1;1;5;0;4;1
9249;26.01.12;1;1;1;6;0;4;1
9250;26.01.12;1;1;1;7;0;4;1
9251;26.01.12;1;1;1;8;0;4;1
9252;26.01.12;1;1;1;9;0;4;1
9253;26.01.12;1;1;1;10;0;4;1
9254;26.01.12;1;1;1;11;0;4;1
9255;26.01.12;1;1;1;12;0;4;1
9256;26.01.12;1;1;1;13;0;4;1
9257;26.01.12;1;1;1;14;0;4;1
9258;26.01.12;1;1;1;15;0;4;1
9259;26.01.12;1;1;1;16;0;4;1
9260;26.01.12;1;1;1;17;0;4;1
9261;26.01.12;1;1;1;18;0;4;1
9262;26.01.12;1;1;1;19;0;4;1
9263;26.01.12;1;1;1;20;0;4;1
9264;26.01.12;1;1;1;21;0;4;1
9265;26.01.12;1;1;1;22;0;4;1
9266;26.01.12;1;1;1;23;0;4;1
9267;27.01.12;1;1;1;0;0;5;1
9268;27.01.12;1;1;1;1;0;5;1
9269;27.01.12;1;1;1;2;0;5;1
9270;27.01.12;1;1;1;3;0;5;1
9271;27.01.12;1;1;1;4;0;5;1
9272;27.01.12;1;1;1;5;0;5;1
9273;27.01.12;1;1;1;6;0;5;1
9274;27.01.12;1;1;1;7;0;5;1
9275;27.01.12;1;1;1;8;0;5;1
9276;27.01.12;1;1;1;9;0;5;1
9277;27.01.12;1;1;1;10;0;5;1
9278;27.01.12;1;1;1;11;0;5;1
9279;27.01.12;1;1;1;12;0;5;1
9280;27.01.12;1;1;1;13;0;5;1
9281;27.01.12;1;1;1;14;0;5;1
9282;27.01.12;1;1;1;15;0;5;1
9283;27.01.12;1;1;1;16;0;5;1
9284;27.01.12;1;1;1;17;0;5;1
9285;27.01.12;1;1;1;18;0;5;1
9286;27.01.12;1;1;1;19;0;5;1
9287;27.01.12;1;1;1;20;0;5;1
9288;27.01.12;1;1;1;21;0;5;1
9289;27.01.12;1;1;1;22;0;5;1
9290;27.01.12;1;1;1;23;0;5;1
9291;28.01.12;1;1;1;0;0;6;0
9292;28.01.12;1;1;1;1;0;6;0
9293;28.01.12;1;1;1;2;0;6;0
9294;28.01.12;1;1;1;3;0;6;0
9295;28.01.12;1;1;1;4;0;6;0
9296;28.01.12;1;1;1;5;0;6;0
9297;28.01.12;1;1;1;6;0;6;0
9298;28.01.12;1;1;1;7;0;6;0
9299;28.01.12;1;1;1;8;0;6;0
9300;28.01.12;1;1;1;9;0;6;0
9301;28.01.12;1;1;1;10;0;6;0
9302;28.01.12;1;1;1;11;0;6;0
9303;28.01.12;1;1;1;12;0;6;0
9304;28.01.12;1;1;1;13;0;6;0
9305;28.01.12;1;1;1;14;0;6;0
9306;28.01.12;1;1;1;15;0;6;0
9307;28.01.12;1;1;1;16;0;6;0
9308;28.01.12;1;1;1;17;0;6;0
9309;28.01.12;1;1;1;18;0;6;0
9310;28.01.12;1;1;1;19;0;6;0
9311;28.01.12;1;1;1;20;0;6;0
9312;28.01.12;1;1;1;21;0;6;0
9313;28.01.12;1;1;1;22;0;6;0
9314;28.01.12;1;1;1;23;0;6;0
9315;29.01.12;1;1;1;0;0;0;0
9316;29.01.12;1;1;1;1;0;0;0
9317;29.01.12;1;1;1;2;0;0;0
9318;29.01.12;1;1;1;3;0;0;0
9319;29.01.12;1;1;1;4;0;0;0
9320;29.01.12;1;1;1;5;0;0;0
9321;29.01.12;1;1;1;6;0;0;0
9322;29.01.12;1;1;1;7;0;0;0
9323;29.01.12;1;1;1;8;0;0;0
9324;29.01.12;1;1;1;9;0;0;0
9325;29.01.12;1;1;1;10;0;0;0
9326;29.01.12;1;1;1;11;0;0;0
9327;29.01.12;1;1;1;12;0;0;0
9328;29.01.12;1;1;1;13;0;0;0
9329;29.01.12;1;1;1;14;0;0;0
9330;29.01.12;1;1;1;15;0;0;0
9331;29.01.12;1;1;1;16;0;0;0
9332;29.01.12;1;1;1;17;0;0;0
9333;29.01.12;1;1;1;18;0;0;0
9334;29.01.12;1;1;1;19;0;0;0
9335;29.01.12;1;1;1;20;0;0;0
9336;29.01.12;1;1;1;21;0;0;0
9337;29.01.12;1;1;1;22;0;0;0
9338;29.01.12;1;1;1;23;0;0;0
9339;30.01.12;1;1;1;0;0;1;1
9340;30.01.12;1;1;1;1;0;1;1
9341;30.01.12;1;1;1;2;0;1;1
9342;30.01.12;1;1;1;3;0;1;1
9343;30.01.12;1;1;1;4;0;1;1
9344;30.01.12;1;1;1;5;0;1;1
9345;30.01.12;1;1;1;6;0;1;1
9346;30.01.12;1;1;1;7;0;1;1
9347;30.01.12;1;1;1;8;0;1;1
9348;30.01.12;1;1;1;9;0;1;1
9349;30.01.12;1;1;1;10;0;1;1
9350;30.01.12;1;1;1;11;0;1;1
9351;30.01.12;1;1;1;12;0;1;1
9352;30.01.12;1;1;1;13;0;1;1
9353;30.01.12;1;1;1;14;0;1;1
9354;30.01.12;1;1;1;15;0;1;1
9355;30.01.12;1;1;1;16;0;1;1
9356;30.01.12;1;1;1;17;0;1;1
9357;30.01.12;1;1;1;18;0;1;1
9358;30.01.12;1;1;1;19;0;1;1
9359;30.01.12;1;1;1;20;0;1;1
9360;30.01.12;1;1;1;21;0;1;1
9361;30.01.12;1;1;1;22;0;1;1
9362;30.01.12;1;1;1;23;0;1;1
9363;31.01.12;1;1;1;0;0;2;1
9364;31.01.12;1;1;1;1;0;2;1
9365;31.01.12;1;1;1;2;0;2;1
9366;31.01.12;1;1;1;3;0;2;1
9367;31.01.12;1;1;1;4;0;2;1
9368;31.01.12;1;1;1;5;0;2;1
9369;31.01.12;1;1;1;6;0;2;1
9370;31.01.12;1;1;1;7;0;2;1
9371;31.01.12;1;1;1;8;0;2;1
9372;31.01.12;1;1;1;9;0;2;1
9373;31.01.12;1;1;1;10;0;2;1
9374;31.01.12;1;1;1;11;0;2;1
9375;31.01.12;1;1;1;12;0;2;1
9376;31.01.12;1;1;1;13;0;2;1
9377;31.01.12;1;1;1;14;0;2;1
9378;31.01.12;1;1;1;15;0;2;1
9379;31.01.12;1;1;1;16;0;2;1
9380;31.01.12;1;1;1;17;0;2;1
9381;31.01.12;1;1;1;18;0;2;1
9382;31.01.12;1;1;1;19;0;2;1
9383;31.01.12;1;1;1;20;0;2;1
9384;31.01.12;1;1;1;21;0;2;1
9385;31.01.12;1;1;1;22;0;2;1
9386;31.01.12;1;1;1;23;0;2;1
9387;01.02.12;1;1;2;0;0;3;1
9388;01.02.12;1;1;2;1;0;3;1
9389;01.02.12;1;1;2;2;0;3;1
9390;01.02.12;1;1;2;3;0;3;1
9391;01.02.12;1;1;2;4;0;3;1
9392;01.02.12;1;1;2;5;0;3;1
9393;01.02.12;1;1;2;6;0;3;1
9394;01.02.12;1;1;2;7;0;3;1
9395;01.02.12;1;1;2;8;0;3;1
9396;01.02.12;1;1;2;9;0;3;1
9397;01.02.12;1;1;2;10;0;3;1
9398;01.02.12;1;1;2;11;0;3;1
9399;01.02.12;1;1;2;12;0;3;1
9400;01.02.12;1;1;2;13;0;3;1
9401;01.02.12;1;1;2;14;0;3;1
9402;01.02.12;1;1;2;15;0;3;1
9403;01.02.12;1;1;2;16;0;3;1
9404;01.02.12;1;1;2;17;0;3;1
9405;01.02.12;1;1;2;18;0;3;1
9406;01.02.12;1;1;2;19;0;3;1
9407;01.02.12;1;1;2;20;0;3;1
9408;01.02.12;1;1;2;21;0;3;1
9409;01.02.12;1;1;2;22;0;3;1
9410;01.02.12;1;1;2;23;0;3;1
9411;02.02.12;1;1;2;0;0;4;1
9412;02.02.12;1;1;2;1;0;4;1
9413;02.02.12;1;1;2;2;0;4;1
9414;02.02.12;1;1;2;3;0;4;1
9415;02.02.12;1;1;2;4;0;4;1
9416;02.02.12;1;1;2;5;0;4;1
9417;02.02.12;1;1;2;6;0;4;1
9418;02.02.12;1;1;2;7;0;4;1
9419;02.02.12;1;1;2;8;0;4;1
9420;02.02.12;1;1;2;9;0;4;1
9421;02.02.12;1;1;2;10;0;4;1
9422;02.02.12;1;1;2;11;0;4;1
9423;02.02.12;1;1;2;12;0;4;1
9424;02.02.12;1;1;2;13;0;4;1
9425;02.02.12;1;1;2;14;0;4;1
9426;02.02.12;1;1;2;15;0;4;1
9427;02.02.12;1;1;2;16;0;4;1
9428;02.02.12;1;1;2;17;0;4;1
9429;02.02.12;1;1;2;18;0;4;1
9430;02.02.12;1;1;2;19;0;4;1
9431;02.02.12;1;1;2;20;0;4;1
9432;02.02.12;1;1;2;21;0;4;1
9433;02.02.12;1;1;2;22;0;4;1
9434;02.02.12;1;1;2;23;0;4;1
9435;03.02.12;1;1;2;0;0;5;1
9436;03.02.12;1;1;2;1;0;5;1
9437;03.02.12;1;1;2;2;0;5;1
9438;03.02.12;1;1;2;3;0;5;1
9439;03.02.12;1;1;2;4;0;5;1
9440;03.02.12;1;1;2;5;0;5;1
9441;03.02.12;1;1;2;6;0;5;1
9442;03.02.12;1;1;2;7;0;5;1
9443;03.02.12;1;1;2;8;0;5;1
9444;03.02.12;1;1;2;9;0;5;1
9445;03.02.12;1;1;2;10;0;5;1
9446;03.02.12;1;1;2;11;0;5;1
9447;03.02.12;1;1;2;12;0;5;1
9448;03.02.12;1;1;2;13;0;5;1
9449;03.02.12;1;1;2;14;0;5;1
9450;03.02.12;1;1;2;15;0;5;1
9451;03.02.12;1;1;2;16;0;5;1
9452;03.02.12;1;1;2;17;0;5;1
9453;03.02.12;1;1;2;18;0;5;1
9454;03.02.12;1;1;2;19;0;5;1
9455;03.02.12;1;1;2;20;0;5;1
9456;03.02.12;1;1;2;21;0;5;1
9457;03.02.12;1;1;2;22;0;5;1
9458;03.02.12;1;1;2;23;0;5;1
9459;04.02.12;1;1;2;0;0;6;0
9460;04.02.12;1;1;2;1;0;6;0
9461;04.02.12;1;1;2;2;0;6;0
9462;04.02.12;1;1;2;3;0;6;0
9463;04.02.12;1;1;2;4;0;6;0
9464;04.02.12;1;1;2;5;0;6;0
9465;04.02.12;1;1;2;6;0;6;0
9466;04.02.12;1;1;2;7;0;6;0
9467;04.02.12;1;1;2;8;0;6;0
9468;04.02.12;1;1;2;9;0;6;0
9469;04.02.12;1;1;2;10;0;6;0
9470;04.02.12;1;1;2;11;0;6;0
9471;04.02.12;1;1;2;12;0;6;0
9472;04.02.12;1;1;2;13;0;6;0
9473;04.02.12;1;1;2;14;0;6;0
9474;04.02.12;1;1;2;15;0;6;0
9475;04.02.12;1;1;2;16;0;6;0
9476;04.02.12;1;1;2;17;0;6;0
9477;04.02.12;1;1;2;18;0;6;0
9478;04.02.12;1;1;2;19;0;6;0
9479;04.02.12;1;1;2;20;0;6;0
9480;04.02.12;1;1;2;21;0;6;0
9481;04.02.12;1;1;2;22;0;6;0
9482;04.02.12;1;1;2;23;0;6;0
9483;05.02.12;1;1;2;0;0;0;0
9484;05.02.12;1;1;2;1;0;0;0
9485;05.02.12;1;1;2;2;0;0;0
9486;05.02.12;1;1;2;3;0;0;0
9487;05.02.12;1;1;2;4;0;0;0
9488;05.02.12;1;1;2;5;0;0;0
9489;05.02.12;1;1;2;6;0;0;0
9490;05.02.12;1;1;2;7;0;0;0
9491;05.02.12;1;1;2;8;0;0;0
9492;05.02.12;1;1;2;9;0;0;0
9493;05.02.12;1;1;2;10;0;0;0
9494;05.02.12;1;1;2;11;0;0;0
9495;05.02.12;1;1;2;12;0;0;0
9496;05.02.12;1;1;2;13;0;0;0
9497;05.02.12;1;1;2;14;0;0;0
9498;05.02.12;1;1;2;15;0;0;0
9499;05.02.12;1;1;2;16;0;0;0
9500;05.02.12;1;1;2;17;0;0;0
9501;05.02.12;1;1;2;18;0;0;0
9502;05.02.12;1;1;2;19;0;0;0
9503;05.02.12;1;1;2;20;0;0;0
9504;05.02.12;1;1;2;21;0;0;0
9505;05.02.12;1;1;2;22;0;0;0
9506;05.02.12;1;1;2;23;0;0;0
9507;06.02.12;1;1;2;0;0;1;1
9508;06.02.12;1;1;2;1;0;1;1
9509;06.02.12;1;1;2;2;0;1;1
9510;06.02.12;1;1;2;4;0;1;1
9511;06.02.12;1;1;2;5;0;1;1
9512;06.02.12;1;1;2;6;0;1;1
9513;06.02.12;1;1;2;7;0;1;1
9514;06.02.12;1;1;2;8;0;1;1
9515;06.02.12;1;1;2;9;0;1;1
9516;06.02.12;1;1;2;10;0;1;1
9517;06.02.12;1;1;2;11;0;1;1
9518;06.02.12;1;1;2;12;0;1;1
9519;06.02.12;1;1;2;13;0;1;1
9520;06.02.12;1;1;2;14;0;1;1
9521;06.02.12;1;1;2;15;0;1;1
9522;06.02.12;1;1;2;16;0;1;1
9523;06.02.12;1;1;2;17;0;1;1
9524;06.02.12;1;1;2;18;0;1;1
9525;06.02.12;1;1;2;19;0;1;1
9526;06.02.12;1;1;2;20;0;1;1
9527;06.02.12;1;1;2;21;0;1;1
9528;06.02.12;1;1;2;22;0;1;1
9529;06.02.12;1;1;2;23;0;1;1
9530;07.02.12;1;1;2;0;0;2;1
9531;07.02.12;1;1;2;1;0;2;1
9532;07.02.12;1;1;2;2;0;2;1
9533;07.02.12;1;1;2;3;0;2;1
9534;07.02.12;1;1;2;4;0;2;1
9535;07.02.12;1;1;2;5;0;2;1
9536;07.02.12;1;1;2;6;0;2;1
9537;07.02.12;1;1;2;7;0;2;1
9538;07.02.12;1;1;2;8;0;2;1
9539;07.02.12;1;1;2;9;0;2;1
9540;07.02.12;1;1;2;10;0;2;1
9541;07.02.12;1;1;2;11;0;2;1
9542;07.02.12;1;1;2;12;0;2;1
9543;07.02.12;1;1;2;13;0;2;1
9544;07.02.12;1;1;2;14;0;2;1
9545;07.02.12;1;1;2;15;0;2;1
9546;07.02.12;1;1;2;16;0;2;1
9547;07.02.12;1;1;2;17;0;2;1
9548;07.02.12;1;1;2;18;0;2;1
9549;07.02.12;1;1;2;19;0;2;1
9550;07.02.12;1;1;2;20;0;2;1
9551;07.02.12;1;1;2;21;0;2;1
9552;07.02.12;1;1;2;22;0;2;1
9553;07.02.12;1;1;2;23;0;2;1
9554;08.02.12;1;1;2;0;0;3;1
9555;08.02.12;1;1;2;1;0;3;1
9556;08.02.12;1;1;2;2;0;3;1
9557;08.02.12;1;1;2;3;0;3;1
9558;08.02.12;1;1;2;4;0;3;1
9559;08.02.12;1;1;2;5;0;3;1
9560;08.02.12;1;1;2;6;0;3;1
9561;08.02.12;1;1;2;7;0;3;1
9562;08.02.12;1;1;2;8;0;3;1
9563;08.02.12;1;1;2;9;0;3;1
9564;08.02.12;1;1;2;10;0;3;1
9565;08.02.12;1;1;2;11;0;3;1
9566;08.02.12;1;1;2;12;0;3;1
9567;08.02.12;1;1;2;13;0;3;1
9568;08.02.12;1;1;2;14;0;3;1
9569;08.02.12;1;1;2;15;0;3;1
9570;08.02.12;1;1;2;16;0;3;1
9571;08.02.12;1;1;2;17;0;3;1
9572;08.02.12;1;1;2;18;0;3;1
9573;08.02.12;1;1;2;19;0;3;1
9574;08.02.12;1;1;2;20;0;3;1
9575;08.02.12;1;1;2;21;0;3;1
9576;08.02.12;1;1;2;22;0;3;1
9577;08.02.12;1;1;2;23;0;3;1
9578;09.02.12;1;1;2;0;0;4;1
9579;09.02.12;1;1;2;1;0;4;1
9580;09.02.12;1;1;2;2;0;4;1
9581;09.02.12;1;1;2;3;0;4;1
9582;09.02.12;1;1;2;4;0;4;1
9583;09.02.12;1;1;2;5;0;4;1
9584;09.02.12;1;1;2;6;0;4;1
9585;09.02.12;1;1;2;7;0;4;1
9586;09.02.12;1;1;2;8;0;4;1
9587;09.02.12;1;1;2;9;0;4;1
9588;09.02.12;1;1;2;10;0;4;1
9589;09.02.12;1;1;2;11;0;4;1
9590;09.02.12;1;1;2;12;0;4;1
9591;09.02.12;1;1;2;13;0;4;1
9592;09.02.12;1;1;2;14;0;4;1
9593;09.02.12;1;1;2;15;0;4;1
9594;09.02.12;1;1;2;16;0;4;1
9595;09.02.12;1;1;2;17;0;4;1
9596;09.02.12;1;1;2;18;0;4;1
9597;09.02.12;1;1;2;19;0;4;1
9598;09.02.12;1;1;2;20;0;4;1
9599;09.02.12;1;1;2;21;0;4;1
9600;09.02.12;1;1;2;22;0;4;1
9601;09.02.12;1;1;2;23;0;4;1
9602;10.02.12;1;1;2;0;0;5;1
9603;10.02.12;1;1;2;1;0;5;1
9604;10.02.12;1;1;2;2;0;5;1
9605;10.02.12;1;1;2;3;0;5;1
9606;10.02.12;1;1;2;4;0;5;1
9607;10.02.12;1;1;2;5;0;5;1
9608;10.02.12;1;1;2;6;0;5;1
9609;10.02.12;1;1;2;7;0;5;1
9610;10.02.12;1;1;2;8;0;5;1
9611;10.02.12;1;1;2;9;0;5;1
9612;10.02.12;1;1;2;10;0;5;1
9613;10.02.12;1;1;2;11;0;5;1
9614;10.02.12;1;1;2;12;0;5;1
9615;10.02.12;1;1;2;13;0;5;1
9616;10.02.12;1;1;2;14;0;5;1
9617;10.02.12;1;1;2;15;0;5;1
9618;10.02.12;1;1;2;16;0;5;1
9619;10.02.12;1;1;2;17;0;5;1
9620;10.02.12;1;1;2;18;0;5;1
9621;10.02.12;1;1;2;19;0;5;1
9622;10.02.12;1;1;2;20;0;5;1
9623;10.02.12;1;1;2;21;0;5;1
9624;10.02.12;1;1;2;22;0;5;1
9625;10.02.12;1;1;2;23;0;5;1
9626;11.02.12;1;1;2;0;0;6;0
9627;11.02.12;1;1;2;1;0;6;0
9628;11.02.12;1;1;2;2;0;6;0
9629;11.02.12;1;1;2;3;0;6;0
9630;11.02.12;1;1;2;4;0;6;0
9631;11.02.12;1;1;2;5;0;6;0
9632;11.02.12;1;1;2;6;0;6;0
9633;11.02.12;1;1;2;7;0;6;0
9634;11.02.12;1;1;2;8;0;6;0
9635;11.02.12;1;1;2;9;0;6;0
9636;11.02.12;1;1;2;10;0;6;0
9637;11.02.12;1;1;2;11;0;6;0
9638;11.02.12;1;1;2;12;0;6;0
9639;11.02.12;1;1;2;13;0;6;0
9640;11.02.12;1;1;2;14;0;6;0
9641;11.02.12;1;1;2;15;0;6;0
9642;11.02.12;1;1;2;16;0;6;0
9643;11.02.12;1;1;2;17;0;6;0
9644;11.02.12;1;1;2;18;0;6;0
9645;11.02.12;1;1;2;19;0;6;0
9646;11.02.12;1;1;2;20;0;6;0
9647;11.02.12;1;1;2;21;0;6;0
9648;11.02.12;1;1;2;22;0;6;0
9649;11.02.12;1;1;2;23;0;6;0
9650;12.02.12;1;1;2;0;0;0;0
9651;12.02.12;1;1;2;1;0;0;0
9652;12.02.12;1;1;2;2;0;0;0
9653;12.02.12;1;1;2;3;0;0;0
9654;12.02.12;1;1;2;4;0;0;0
9655;12.02.12;1;1;2;5;0;0;0
9656;12.02.12;1;1;2;6;0;0;0
9657;12.02.12;1;1;2;7;0;0;0
9658;12.02.12;1;1;2;8;0;0;0
9659;12.02.12;1;1;2;9;0;0;0
9660;12.02.12;1;1;2;10;0;0;0
9661;12.02.12;1;1;2;11;0;0;0
9662;12.02.12;1;1;2;12;0;0;0
9663;12.02.12;1;1;2;13;0;0;0
9664;12.02.12;1;1;2;14;0;0;0
9665;12.02.12;1;1;2;15;0;0;0
9666;12.02.12;1;1;2;16;0;0;0
9667;12.02.12;1;1;2;17;0;0;0
9668;12.02.12;1;1;2;18;0;0;0
9669;12.02.12;1;1;2;19;0;0;0
9670;12.02.12;1;1;2;20;0;0;0
9671;12.02.12;1;1;2;21;0;0;0
9672;12.02.12;1;1;2;22;0;0;0
9673;12.02.12;1;1;2;23;0;0;0
9674;13.02.12;1;1;2;0;0;1;1
9675;13.02.12;1;1;2;1;0;1;1
9676;13.02.12;1;1;2;2;0;1;1
9677;13.02.12;1;1;2;3;0;1;1
9678;13.02.12;1;1;2;4;0;1;1
9679;13.02.12;1;1;2;5;0;1;1
9680;13.02.12;1;1;2;6;0;1;1
9681;13.02.12;1;1;2;7;0;1;1
9682;13.02.12;1;1;2;8;0;1;1
9683;13.02.12;1;1;2;9;0;1;1
9684;13.02.12;1;1;2;10;0;1;1
9685;13.02.12;1;1;2;11;0;1;1
9686;13.02.12;1;1;2;12;0;1;1
9687;13.02.12;1;1;2;13;0;1;1
9688;13.02.12;1;1;2;14;0;1;1
9689;13.02.12;1;1;2;15;0;1;1
9690;13.02.12;1;1;2;16;0;1;1
9691;13.02.12;1;1;2;17;0;1;1
9692;13.02.12;1;1;2;18;0;1;1
9693;13.02.12;1;1;2;19;0;1;1
9694;13.02.12;1;1;2;20;0;1;1
9695;13.02.12;1;1;2;21;0;1;1
9696;13.02.12;1;1;2;22;0;1;1
9697;13.02.12;1;1;2;23;0;1;1
9698;14.02.12;1;1;2;0;0;2;1
9699;14.02.12;1;1;2;1;0;2;1
9700;14.02.12;1;1;2;2;0;2;1
9701;14.02.12;1;1;2;3;0;2;1
9702;14.02.12;1;1;2;4;0;2;1
9703;14.02.12;1;1;2;5;0;2;1
9704;14.02.12;1;1;2;6;0;2;1
9705;14.02.12;1;1;2;7;0;2;1
9706;14.02.12;1;1;2;8;0;2;1
9707;14.02.12;1;1;2;9;0;2;1
9708;14.02.12;1;1;2;10;0;2;1
9709;14.02.12;1;1;2;11;0;2;1
9710;14.02.12;1;1;2;12;0;2;1
9711;14.02.12;1;1;2;13;0;2;1
9712;14.02.12;1;1;2;14;0;2;1
9713;14.02.12;1;1;2;15;0;2;1
9714;14.02.12;1;1;2;16;0;2;1
9715;14.02.12;1;1;2;17;0;2;1
9716;14.02.12;1;1;2;18;0;2;1
9717;14.02.12;1;1;2;19;0;2;1
9718;14.02.12;1;1;2;20;0;2;1
9719;14.02.12;1;1;2;21;0;2;1
9720;14.02.12;1;1;2;22;0;2;1
9721;14.02.12;1;1;2;23;0;2;1
9722;15.02.12;1;1;2;0;0;3;1
9723;15.02.12;1;1;2;1;0;3;1
9724;15.02.12;1;1;2;2;0;3;1
9725;15.02.12;1;1;2;3;0;3;1
9726;15.02.12;1;1;2;4;0;3;1
9727;15.02.12;1;1;2;5;0;3;1
9728;15.02.12;1;1;2;6;0;3;1
9729;15.02.12;1;1;2;7;0;3;1
9730;15.02.12;1;1;2;8;0;3;1
9731;15.02.12;1;1;2;9;0;3;1
9732;15.02.12;1;1;2;10;0;3;1
9733;15.02.12;1;1;2;11;0;3;1
9734;15.02.12;1;1;2;12;0;3;1
9735;15.02.12;1;1;2;13;0;3;1
9736;15.02.12;1;1;2;14;0;3;1
9737;15.02.12;1;1;2;15;0;3;1
9738;15.02.12;1;1;2;16;0;3;1
9739;15.02.12;1;1;2;17;0;3;1
9740;15.02.12;1;1;2;18;0;3;1
9741;15.02.12;1;1;2;19;0;3;1
9742;15.02.12;1;1;2;20;0;3;1
9743;15.02.12;1;1;2;21;0;3;1
9744;15.02.12;1;1;2;22;0;3;1
9745;15.02.12;1;1;2;23;0;3;1
9746;16.02.12;1;1;2;0;0;4;1
9747;16.02.12;1;1;2;1;0;4;1
9748;16.02.12;1;1;2;2;0;4;1
9749;16.02.12;1;1;2;3;0;4;1
9750;16.02.12;1;1;2;4;0;4;1
9751;16.02.12;1;1;2;5;0;4;1
9752;16.02.12;1;1;2;6;0;4;1
9753;16.02.12;1;1;2;7;0;4;1
9754;16.02.12;1;1;2;8;0;4;1
9755;16.02.12;1;1;2;9;0;4;1
9756;16.02.12;1;1;2;10;0;4;1
9757;16.02.12;1;1;2;11;0;4;1
9758;16.02.12;1;1;2;12;0;4;1
9759;16.02.12;1;1;2;13;0;4;1
9760;16.02.12;1;1;2;14;0;4;1
9761;16.02.12;1;1;2;15;0;4;1
9762;16.02.12;1;1;2;16;0;4;1
9763;16.02.12;1;1;2;17;0;4;1
9764;16.02.12;1;1;2;18;0;4;1
9765;16.02.12;1;1;2;19;0;4;1
9766;16.02.12;1;1;2;20;0;4;1
9767;16.02.12;1;1;2;21;0;4;1
9768;16.02.12;1;1;2;22;0;4;1
9769;16.02.12;1;1;2;23;0;4;1
9770;17.02.12;1;1;2;0;0;5;1
9771;17.02.12;1;1;2;1;0;5;1
9772;17.02.12;1;1;2;2;0;5;1
9773;17.02.12;1;1;2;3;0;5;1
9774;17.02.12;1;1;2;4;0;5;1
9775;17.02.12;1;1;2;5;0;5;1
